age,income,debt_to_income,credit_history_months,num_open_accounts,num_delinquencies,utilization,default
40,33700,0.1578,104,2,0,0.4151,0
24,46786,0.4025,37,5,0,0.1321,0
26,59169,0.3817,12,6,1,0.3462,1
28,113246,0.1879,119,3,0,0.3454,0
32,39984,0.0473,109,2,1,0.1519,0
44,73142,0.2839,92,7,1,0.5353,0
21,56708,0.2234,53,4,0,0.3707,1
44,103251,0.3619,79,2,1,0.6614,0
37,32978,0.3888,58,3,0,0.2412,1
57,38690,0.2654,68,6,0,0.3005,1
45,30000,0.0644,59,3,0,0.399,1
45,44366,0.5281,110,4,2,0.0835,0
48,132909,0.1381,106,3,1,0.3306,1
43,46802,0.107,44,0,1,0.4084,0
45,166005,0.5599,96,3,3,0.4091,0
21,140158,0.7295,112,5,1,0.0172,0
39,41245,0.5959,66,6,1,0.2062,1
46,177865,0.1489,39,6,1,0.3962,0
35,49816,0.5328,25,5,0,0.445,1
40,165077,0.3244,50,5,0,0.2944,0
55,47186,0.1738,95,3,0,0.2783,0
25,30000,0.0571,15,3,0,0.0661,0
38,71543,0.5481,60,5,0,0.6175,1
44,38531,0.3176,63,3,2,0.3534,1
41,83258,0.3261,60,7,0,0.1871,1
39,137272,0.2604,86,4,0,0.1785,0
22,129365,0.2458,82,2,0,0.2405,0
23,91068,0.1513,83,4,0,0.2485,0
50,124518,0.2859,62,3,2,0.3388,1
47,87186,0.2511,47,4,0,0.4587,1
44,110211,0.248,10,1,0,0.4529,0
44,113416,0.2349,99,1,0,0.3977,0
22,47366,0.3237,98,6,1,0.1081,1
53,145502,0.1608,83,3,1,0.4156,0
35,49822,0.6222,6,3,1,0.4697,1
45,60159,0.0622,123,3,2,0.2715,0
50,77901,0.5512,71,7,1,0.3971,0
30,73254,0.2048,78,4,1,0.1577,1
48,43837,0.1882,125,3,1,0.4009,0
32,30000,0.4304,0,5,0,0.2673,1
34,112431,0.2606,82,2,1,0.2341,1
36,79454,0.2477,49,3,0,0.2886,1
43,203399,0.0254,68,6,0,0.1996,0
49,76964,0.31,44,4,0,0.3699,1
41,77846,0.4888,146,6,0,0.1221,0
64,84589,0.8283,58,0,0,0.1771,0
39,150402,0.1414,98,3,0,0.4575,0
38,63227,0.3037,93,3,1,0.169,1
27,80871,0.1844,97,6,0,0.7412,0
39,72594,0.578,90,4,0,0.4813,1
21,74614,0.3186,0,3,0,0.3523,1
33,70894,0.2905,49,1,0,0.0788,0
36,75833,0.3714,90,3,0,0.6559,0
28,46970,0.3319,23,3,0,0.3206,0
38,114895,0.464,132,6,1,0.1771,0
22,52065,0.2617,97,4,0,0.2668,0
32,80696,0.4773,13,4,0,0.2453,0
34,42602,0.65,125,2,0,0.2633,1
30,56933,0.0169,31,4,0,0.1246,0
40,41446,0.3922,15,6,0,0.3734,1
36,148218,0.042,40,5,0,0.2241,0
27,109511,0.1717,46,4,1,0.1815,0
60,36858,0.2358,104,6,1,0.7418,1
49,87946,0.3085,76,6,0,0.2504,0
21,102047,0.0284,111,3,1,0.3114,0
52,30000,0.6806,90,2,1,0.6005,1
62,70051,0.4995,56,3,0,0.384,1
33,106135,0.5403,69,7,1,0.1691,0
45,106175,0.2726,43,6,0,0.1201,0
48,93738,0.1065,15,2,0,0.2416,1
40,30000,0.3136,153,5,1,0.5426,0
41,53268,0.0722,166,6,0,0.5328,0
34,54410,0.8352,112,5,0,0.4038,1
53,45073,0.3875,68,7,0,0.1631,1
65,68889,0.3076,84,1,1,0.3122,1
24,64451,0.4076,41,2,0,0.3623,1
42,86701,0.1349,87,3,0,0.7623,0
23,170813,0.3299,115,5,3,0.1378,0
46,57966,0.0401,88,2,0,0.0537,0
40,98471,0.3562,0,3,1,0.1548,1
51,130955,0.5987,123,4,1,0.4492,0
37,126224,0.4792,84,6,2,0.7318,1
44,78979,0.4511,49,1,1,0.4699,0
41,30000,0.177,167,5,0,0.1006,0
32,73800,0.5075,76,6,0,0.4242,0
36,62186,0.5232,75,6,1,0.5155,0
42,122805,0.1516,60,4,0,0.0492,0
32,56935,0.0514,80,2,0,0.3371,0
35,91923,0.4908,90,7,0,0.405,0
45,30000,0.2853,101,4,0,0.1285,0
31,34195,0.6737,24,4,1,0.5479,1
61,47126,0.499,132,2,0,0.5828,0
30,30537,0.4568,34,4,2,0.2387,1
40,60683,0.4174,79,3,2,0.0793,1
43,111885,0.5647,69,4,0,0.3713,1
35,55309,0.5223,82,3,0,0.2168,1
36,33486,0.1819,92,3,0,0.6831,0
30,48075,0.392,90,3,0,0.244,0
21,41839,0.2691,84,2,0,0.5524,0
56,98402,0.4463,84,6,0,0.1725,0
52,58707,0.2209,112,4,2,0.2555,0
28,75949,0.1926,46,2,0,0.4976,0
35,64319,0.3741,32,1,0,0.4116,0
42,77598,0.3653,95,1,0,0.1848,0
32,65436,0.0599,95,6,1,0.1778,0
29,148375,0.3993,69,2,1,0.5723,1
42,40076,0.3307,141,3,0,0.255,0
44,108104,0.372,36,2,0,0.0972,0
21,51248,0.4535,49,2,0,0.1819,1
44,83272,0.6799,73,10,1,0.6829,1
37,46731,0.3836,43,3,0,0.2351,1
35,79224,0.2131,127,3,0,0.3074,0
41,149539,0.6413,19,4,0,0.5741,0
40,46997,0.2956,94,5,2,0.4804,1
37,51113,0.0595,70,6,2,0.4793,1
25,30000,0.4392,59,3,0,0.0673,0
37,73182,0.4644,114,5,1,0.5379,1
23,148759,0.4027,57,5,2,0.0235,0
42,89997,0.3311,65,2,0,0.5413,0
43,42576,0.5305,85,4,0,0.204,0
27,296533,0.5423,115,4,1,0.1673,0
48,72843,0.4448,84,6,1,0.2184,0
40,52377,0.5154,48,7,0,0.4614,0
38,130171,0.2308,75,3,0,0.3767,0
45,48235,0.0632,36,4,0,0.3177,0
43,130578,0.1212,128,5,0,0.3224,0
34,97566,0.3166,37,7,0,0.3977,1
38,34982,0.5917,76,5,1,0.3177,0
52,91109,0.5338,89,1,0,0.2822,0
45,77418,0.6253,78,5,0,0.1347,0
33,30000,0.141,97,2,1,0.3855,1
50,60075,0.3164,82,4,0,0.5385,0
21,36768,0.6914,117,2,0,0.0301,0
50,33526,0.4491,159,1,0,0.0654,1
42,42820,0.8645,42,2,0,0.5285,1
51,94576,0.3581,110,1,1,0.3946,0
41,101056,0.4086,85,5,0,0.4972,0
30,35556,0.5501,104,4,2,0.3199,1
31,68594,0.4057,13,1,1,0.3902,1
60,170293,0.0962,16,4,0,0.387,0
48,83584,0.4267,28,5,1,0.3376,0
44,82823,0.2449,100,6,0,0.1531,0
46,192027,0.6503,73,2,0,0.1064,0
49,150231,0.2415,51,6,1,0.2881,0
39,93184,0.1683,95,8,1,0.1861,0
43,93880,0.4499,85,5,1,0.173,0
33,45023,0.7399,60,6,0,0.5827,1
41,59459,0.3705,75,6,1,0.3463,1
28,170958,0.272,23,4,0,0.2075,0
44,141431,0.2106,103,4,1,0.0402,0
41,37962,0.0137,156,3,3,0.3523,1
26,102038,0.44,73,2,0,0.3361,1
38,73697,0.4343,74,3,0,0.0522,1
25,36300,0.7644,29,7,3,0.2963,1
30,157054,0.0889,66,6,0,0.437,0
24,55383,0.4507,114,3,0,0.5948,0
36,79262,0.3723,61,7,1,0.4129,0
40,52283,0.429,109,0,0,0.3962,0
38,38672,0.3755,54,3,0,0.7787,1
51,118070,0.1752,125,6,1,0.2016,0
52,75760,0.2175,111,1,0,0.1787,0
39,30000,0.3103,122,2,0,0.1184,1
38,91074,0.2201,77,3,0,0.2244,0
58,52297,0.1162,111,7,0,0.1226,0
34,102287,0.3328,52,2,1,0.6269,0
37,86960,0.3371,92,0,1,0.3819,0
21,108539,0.5313,107,2,0,0.649,0
54,165561,0.2587,76,4,0,0.3559,1
50,59377,0.4756,0,3,0,0.6767,1
30,67434,0.3354,89,6,0,0.1189,0
21,50611,0.4095,111,2,1,0.4257,1
30,76556,0.6641,100,3,0,0.5794,1
28,103100,0.4093,64,3,2,0.3126,1
49,33693,0.716,121,2,1,0.0716,1
44,101107,0.3194,51,3,0,0.3659,0
39,41369,0.2505,39,2,2,0.2631,1
22,136237,0.5685,29,5,0,0.7515,1
50,52941,0.4454,59,0,0,0.5993,1
34,186191,0.1044,106,3,0,0.3009,0
33,33585,0.3459,129,8,0,0.3617,0
35,179220,0.3762,45,2,0,0.3998,0
40,64927,0.5341,77,4,0,0.3534,0
34,78611,0.1139,130,5,0,0.1763,0
39,104352,0.5301,142,2,0,0.3323,0
38,57928,0.4263,80,4,1,0.3264,0
21,68346,0.1811,73,1,0,0.1419,0
50,142503,0.268,57,1,0,0.249,0
21,40974,0.5026,78,0,0,0.4144,1
21,103231,0.3541,52,6,0,0.4277,1
29,35468,0.5537,12,2,0,0.4863,0
29,212141,0.1107,0,3,1,0.127,0
35,70921,0.9474,21,2,0,0.4495,1
44,44350,0.23,133,6,0,0.818,0
41,48165,0.431,110,2,0,0.0324,0
26,40240,0.133,119,5,0,0.2222,0
37,30000,0.4872,82,2,1,0.5064,1
42,91544,0.4805,100,5,0,0.5488,1
31,249712,0.7441,101,5,0,0.348,0
21,121626,0.2118,98,0,0,0.1699,0
40,51814,0.8539,120,6,0,0.5958,0
31,58359,0.3557,37,2,1,0.1906,0
33,103159,0.1377,90,3,1,0.1759,0
32,68985,0.6246,68,6,0,0.6683,1
44,72845,0.2597,68,2,0,0.3328,0
47,265765,0.3754,96,2,0,0.2547,0
43,78311,0.1564,128,4,0,0.5203,0
33,31732,0.3939,70,5,0,0.3666,1
39,35106,0.3689,61,4,0,0.4947,0
21,60816,0.4229,119,4,1,0.643,0
42,81621,0.172,28,6,0,0.7091,0
42,69713,0.3213,132,3,0,0.239,0
36,47925,0.3395,37,3,0,0.5652,1
38,97036,0.3335,57,3,0,0.1235,0
57,43900,0.3293,63,8,0,0.6405,1
34,142676,0.3943,30,7,1,0.2055,0
49,99659,0.7994,76,6,0,0.1966,0
22,36719,0.1175,56,4,0,0.0617,1
25,44996,0.9696,74,3,1,0.4248,0
44,167006,0.3666,59,5,0,0.1537,0
43,47246,0.4784,137,6,0,0.2389,1
45,111622,0.0259,51,4,2,0.5118,1
49,69134,0.7434,101,8,0,0.0833,0
51,85346,0.7539,0,6,0,0.3012,0
26,81598,0.2961,96,4,0,0.0612,0
49,168576,0.1789,69,5,0,0.4707,0
54,108744,0.1061,79,5,0,0.304,0
47,192785,0.6251,34,1,0,0.2672,0
46,34987,0.0632,111,7,1,0.1032,0
48,30000,0.2472,69,7,1,0.3846,0
45,72126,0.3125,84,3,0,0.5111,0
31,30000,0.3192,83,3,0,0.2603,0
29,62494,0.357,100,3,1,0.0953,0
21,62491,0.6819,152,1,0,0.3509,1
48,35807,0.2877,53,3,0,0.0564,1
28,77929,0.4791,106,9,0,0.7955,0
40,166639,0.4212,55,2,0,0.3432,0
35,83367,0.2636,53,5,2,0.1198,0
70,78619,0.3271,98,1,1,0.2959,1
27,76858,0.3879,97,5,1,0.0233,0
42,58041,0.6327,60,5,1,0.3976,0
48,54086,0.3526,85,5,0,0.2741,0
56,52282,0.4487,47,4,0,0.1296,0
23,142150,0.4312,62,5,0,0.4038,0
31,127827,0.3812,85,6,0,0.0687,0
32,194393,0.4267,50,2,0,0.2573,0
34,81359,0.1535,118,2,0,0.0517,0
34,61169,0.2005,0,2,1,0.4581,1
21,44958,0.4731,78,3,0,0.455,1
27,67999,0.638,115,4,0,0.2032,1
64,58599,0.5303,53,6,0,0.5192,0
23,62386,0.2824,70,8,0,0.1615,0
31,75182,0.4327,85,5,0,0.1643,0
38,489459,0.244,85,4,1,0.0461,0
27,51529,0.2563,58,5,0,0.3752,0
35,173746,0.4069,50,4,1,0.3096,0
31,61262,0.1346,47,2,0,0.4912,1
36,112857,0.1391,41,4,0,0.5374,0
42,66150,0.5201,52,1,0,0.3452,1
32,40790,0.4136,50,3,0,0.2207,1
49,35649,0.2668,89,4,0,0.1466,0
34,74723,0.2805,63,3,2,0.2188,0
21,49220,0.4018,82,1,0,0.5421,1
35,135385,0.2402,86,2,0,0.6521,0
50,74341,0.2507,136,6,0,0.5908,0
46,47870,0.5426,35,4,0,0.4229,0
43,185079,0.6769,60,7,2,0.1273,0
47,144560,0.1417,49,3,0,0.3048,0
32,73910,0.2441,70,3,1,0.2735,1
44,30000,0.4682,77,3,0,0.2079,0
63,68919,0.5719,105,1,0,0.5128,0
21,128739,0.2464,55,4,0,0.0396,0
30,92267,0.3824,52,2,1,0.7263,1
34,54803,0.6393,80,2,1,0.18,1
35,74872,0.3501,80,5,1,0.5663,0
37,58846,0.2972,57,1,0,0.2337,0
21,57157,0.1618,51,5,0,0.3415,0
38,66810,0.1714,4,3,0,0.6547,0
37,91939,0.5186,132,5,1,0.002,0
35,59015,0.1807,67,9,0,0.3906,0
38,51435,0.3279,18,6,1,0.6739,1
34,145746,0.6946,77,2,0,0.1681,0
42,34152,0.0956,74,4,0,0.3763,0
37,80352,0.2411,97,4,0,0.3081,0
45,128061,0.6818,146,5,2,0.4056,0
50,69513,0.2002,123,1,1,0.6701,0
30,53156,0.2098,108,3,1,0.0688,0
23,154065,0.159,76,1,0,0.2735,1
28,70161,0.2312,137,3,0,0.254,0
46,74894,0.4388,54,1,0,0.174,0
24,80267,0.8851,88,8,0,0.1319,0
28,72101,0.1231,60,3,0,0.434,0
41,82258,0.3241,118,3,0,0.244,0
40,109786,0.514,76,6,0,0.2544,1
33,169553,0.1861,96,4,0,0.7047,0
40,196751,0.1384,109,5,1,0.0158,0
34,94403,0.6609,113,1,1,0.9038,0
39,82649,0.3529,73,2,0,0.7487,0
21,63221,0.4283,74,4,2,0.4768,0
21,58290,0.4153,18,7,0,0.2666,1
53,35844,0.2548,95,4,1,0.4793,0
21,30000,0.1166,134,1,0,0.3081,0
42,120063,0.6572,103,4,0,0.7697,0
41,37005,0.3937,91,4,0,0.4886,1
57,85125,0.2615,108,2,0,0.3917,0
42,36566,0.1107,75,8,0,0.3326,0
35,77803,0.2636,76,9,0,0.4151,0
39,78000,0.5391,46,7,1,0.3885,0
29,34102,0.2195,0,7,2,0.1238,1
49,81363,0.1553,25,5,0,0.0853,0
47,143844,0.8333,135,6,0,0.1985,0
34,66497,0.4133,29,3,0,0.4273,0
40,46985,0.4206,28,2,0,0.9082,0
25,36634,0.5511,57,6,1,0.2053,1
44,30000,0.0956,76,1,0,0.4457,1
29,93170,0.13,47,4,0,0.3986,0
60,66592,0.2599,107,6,0,0.1909,0
42,132853,0.876,105,6,0,0.1545,0
39,43216,0.1752,22,6,1,0.405,1
24,149469,0.3407,113,7,0,0.2198,0
39,149233,0.2454,154,4,0,0.5179,0
21,105340,0.2673,66,3,1,0.1333,0
35,85668,0.3174,77,5,0,0.353,0
24,128188,0.1719,38,1,0,0.5284,0
21,80564,0.1344,96,2,0,0.2632,0
21,79629,0.3393,85,1,0,0.4735,0
35,65602,0.4996,46,3,0,0.1848,1
30,106066,0.2009,136,3,0,0.1801,0
35,77552,0.5352,142,5,1,0.3935,1
47,94467,0.1894,161,2,1,0.0475,0
34,99946,0.1936,57,4,1,0.5531,0
35,135460,0.7594,17,7,0,0.3473,1
47,30000,0.1723,89,4,0,0.4123,1
36,161694,0.2832,21,2,2,0.191,0
31,65123,0.1767,66,4,0,0.1965,0
32,79956,0.3822,84,9,0,0.1278,0
56,133796,0.3417,98,4,1,0.159,0
62,65564,0.1984,88,1,1,0.1855,0
57,112854,0.8004,68,1,0,0.2866,1
39,58343,0.1124,64,1,0,0.1488,0
21,66956,0.5516,90,5,1,0.5155,1
21,55890,0.2712,107,3,0,0.3097,0
52,99233,0.3504,117,2,2,0.3571,0
49,94115,0.2246,58,5,1,0.2406,0
35,53094,0.0801,49,2,0,0.4371,0
26,106280,0.2741,61,2,2,0.3984,1
21,82518,0.6167,46,2,0,0.5271,0
31,93808,0.4953,88,8,1,0.3073,1
27,73122,0.1183,94,9,1,0.2712,0
41,97195,0.5905,104,4,0,0.3361,1
27,102054,0.063,174,9,0,0.313,0
39,30000,0.4589,102,3,1,0.536,0
46,120180,0.3531,113,2,0,0.1518,0
34,169147,0.4762,77,7,0,0.491,1
50,56840,0.5605,68,2,1,0.8508,0
21,45396,0.4385,53,4,2,0.5614,1
52,79374,0.4091,47,3,0,0.3518,1
39,67813,0.2654,100,9,0,0.6806,0
37,103412,0.5888,58,5,0,0.5566,0
58,60909,0.2314,122,5,0,0.1324,0
26,144029,0.2044,171,5,0,0.3976,0
54,132502,0.2793,63,4,1,0.2862,0
34,58292,0.7472,10,2,0,0.4341,1
22,111708,0.3209,52,2,1,0.3722,0
28,60122,0.5027,68,2,1,0.2484,0
49,134028,0.3346,67,5,0,0.1617,1
44,87915,0.0879,55,3,0,0.3736,0
49,42871,0.5312,69,4,1,0.3003,1
33,48813,0.2287,97,9,0,0.3697,0
43,129158,0.4518,77,3,0,0.312,0
21,30000,0.7853,102,4,0,0.0984,1
50,65153,0.2142,69,2,1,0.2124,0
50,65839,0.206,142,1,0,0.2444,0
21,103859,0.5763,94,4,0,0.4671,0
68,105176,0.259,64,3,0,0.1308,0
24,99779,0.4454,118,3,0,0.277,0
63,70529,0.2364,50,3,1,0.1457,0
43,110555,0.4777,32,8,0,0.2896,0
38,96406,0.468,97,6,0,0.2328,0
22,149699,0.606,19,5,1,0.3237,1
25,105099,0.323,23,2,1,0.4615,0
39,68114,0.5569,107,3,1,0.2335,0
28,90093,0.2873,58,3,1,0.0627,0
33,31427,0.6036,116,4,1,0.3415,1
63,159811,0.5419,49,6,4,0.2699,0
39,99571,0.2927,112,3,0,0.3329,0
48,93109,0.0468,127,3,0,0.0256,0
29,71818,0.0322,89,5,1,0.5617,0
25,115375,0.0541,31,4,1,0.4374,0
37,77020,0.4478,86,2,0,0.508,1
65,30000,0.2834,51,6,3,0.348,1
39,55768,0.3598,51,5,0,0.1114,1
43,160033,0.758,156,6,0,0.1103,0
65,30375,0.4038,75,4,1,0.1599,0
24,99894,0.4358,90,4,0,0.3175,0
41,112037,0.2285,78,2,1,0.2638,0
41,52764,0.4227,66,3,1,0.3921,1
32,57710,0.3073,117,5,1,0.184,0
28,59905,0.3926,0,2,0,0.2791,0
29,99228,0.3857,105,5,1,0.4319,0
35,54577,0.4481,71,2,1,0.1093,0
29,30847,0.4201,112,7,0,0.3393,1
21,219426,0.2042,176,4,1,0.1028,0
24,72588,0.2718,18,1,1,0.2161,1
27,118573,0.0884,18,3,1,0.1256,0
21,51798,0.0575,80,2,1,0.1948,0
40,82680,0.5115,61,5,1,0.6543,0
26,64035,0.2555,104,2,0,0.0306,0
42,54354,0.2357,91,2,2,0.1705,1
50,56155,0.0876,140,5,0,0.2353,0
35,90133,0.2535,82,6,2,0.202,1
21,82623,0.0139,164,3,1,0.0546,0
35,46417,0.3351,115,4,1,0.0564,1
39,40204,0.2447,91,4,0,0.1021,0
52,58411,0.1787,86,2,0,0.2452,0
35,88223,0.3818,114,5,0,0.1693,0
54,50672,0.1502,121,8,0,0.0832,0
41,57038,0.3945,85,7,0,0.4094,0
29,70335,0.0955,47,5,0,0.2342,0
50,43432,0.0453,81,5,0,0.3157,0
38,125849,0.536,92,1,0,0.3973,0
59,167777,0.3338,95,6,0,0.2955,0
43,99866,0.5131,70,6,1,0.3354,0
21,198876,0.2069,115,3,0,0.3882,0
33,83020,0.1898,66,3,1,0.5818,0
43,111247,0.5574,125,8,1,0.1681,0
51,170095,0.2683,70,2,1,0.2054,0
51,101735,0.7772,114,3,0,0.2454,0
27,74104,0.1302,84,2,0,0.4543,0
38,75936,0.0242,54,3,0,0.1948,1
58,68374,0.8533,79,5,0,0.0717,1
59,111051,0.5764,111,6,1,0.4792,0
37,46888,0.6004,33,1,2,0.0849,1
50,40565,0.2977,64,5,1,0.2084,0
30,155543,0.5037,127,8,0,0.5624,0
49,115977,0.3342,95,0,0,0.1877,0
41,53933,0.6271,17,5,0,0.3621,1
44,154237,0.0038,101,4,0,0.2453,0
21,146033,0.3718,62,2,1,0.1092,0
30,140586,0.7694,99,1,0,0.6204,0
46,41599,0.7084,23,6,2,0.4227,1
59,40002,0.2539,110,5,0,0.5094,1
44,64176,0.3672,28,6,1,0.3599,0
47,35121,0.5342,126,2,0,0.2747,0
57,118855,0.2011,99,4,0,0.5799,0
56,93768,0.093,106,4,0,0.1007,0
34,84212,0.0582,42,3,1,0.018,1
44,42402,0.8402,45,1,1,0.5526,1
21,90375,0.4514,0,3,0,0.1958,0
69,35506,0.2693,71,3,2,0.4297,0
39,75326,0.2682,65,2,0,0.4695,0
49,73091,0.3968,105,4,1,0.5131,1
34,92037,0.2368,74,6,0,0.5312,0
25,52020,0.3864,154,5,1,0.2743,1
35,68813,0.314,16,8,0,0.5673,0
29,113909,0.5132,64,6,0,0.1232,0
51,115226,0.5572,59,5,2,0.2708,0
58,45814,0.6299,29,3,0,0.1854,1
48,205682,0.2927,60,4,0,0.4754,0
27,32422,0.168,60,4,0,0.2443,0
21,69711,0.6127,0,4,0,0.2235,1
44,66139,0.3698,165,4,0,0.2424,0
46,30246,0.4271,57,4,0,0.3301,1
22,197347,0.5857,32,6,1,0.3126,0
47,54849,0.128,36,7,2,0.4929,1
49,55259,0.7986,110,3,0,0.4087,1
23,81600,0.2015,94,3,0,0.1784,0
50,30000,0.3149,56,3,0,0.4841,0
21,34537,0.0849,88,3,0,0.0962,1
23,41861,0.5644,103,1,2,0.099,1
48,147640,0.0449,96,2,0,0.3427,0
45,85156,0.2369,68,5,0,0.328,0
35,30000,0.3646,86,2,1,0.4569,1
39,84283,0.5903,79,4,0,0.461,0
39,61064,0.1271,147,1,0,0.6966,0
23,81539,0.0266,80,4,1,0.2625,0
31,105854,0.1062,82,1,1,0.2799,0
21,71223,0.1997,66,4,0,0.1776,1
59,143085,0.473,81,2,1,0.2052,0
42,119581,0.1508,83,3,0,0.1207,0
35,85032,0.4054,49,3,0,0.4904,0
35,66520,0.2419,103,7,2,0.2253,0
31,32189,0.4905,47,3,0,0.0757,0
51,79477,0.2627,113,3,0,0.3765,0
50,97105,0.3058,42,5,0,0.2622,1
49,86818,0.7999,100,1,1,0.2943,0
37,59438,0.1735,77,2,1,0.6964,0
21,106814,0.092,73,8,0,0.2501,0
39,95014,0.1987,116,5,0,0.0633,0
42,114655,0.6232,119,3,0,0.168,0
44,102670,0.0799,64,0,1,0.4556,0
29,89528,0.1775,56,2,2,0.1023,1
35,99201,0.3246,18,5,0,0.152,0
42,30000,0.0613,44,3,1,0.2313,0
40,42729,0.2042,81,6,0,0.5365,0
36,131156,0.2702,127,2,0,0.2333,0
49,85338,0.0271,116,2,1,0.2325,0
40,62679,0.39,68,5,0,0.2695,0
28,64204,0.5643,69,2,0,0.0722,0
35,123083,0.0322,90,5,1,0.0143,0
46,63749,0.3119,50,4,0,0.1469,0
21,58713,0.67,90,2,0,0.1674,0
45,134362,0.1806,91,3,1,0.302,0
38,30000,0.385,195,5,2,0.1678,0
42,49699,0.3187,109,4,2,0.4229,0
29,59135,0.9357,35,2,2,0.3887,1
38,97821,0.2695,71,2,1,0.3644,1
29,98332,0.1265,65,5,0,0.2,0
29,85850,0.4467,92,3,1,0.0857,0
36,61461,0.3005,113,4,0,0.16,0
57,81260,0.1348,30,0,1,0.2971,1
46,47804,0.2945,95,7,0,0.5841,1
32,149109,0.2844,130,2,0,0.1682,0
43,53513,0.3108,89,3,0,0.6872,0
53,84421,0.1944,108,3,0,0.3681,0
48,83509,0.0763,56,3,0,0.4466,0
37,93010,0.3046,47,6,1,0.4767,1
23,93435,0.2196,35,6,1,0.1139,0
30,76117,0.1928,62,1,0,0.3277,0
43,95140,0.606,114,5,0,0.0666,0
27,30816,0.2026,78,5,0,0.1754,1
41,30000,0.1574,110,1,2,0.4427,0
44,112247,0.3154,69,5,0,0.4123,0
43,43975,0.3289,35,4,2,0.2567,1
32,34587,0.1116,53,3,0,0.296,0
39,100941,0.4597,70,4,0,0.3205,0
33,38677,0.3605,69,1,1,0.0376,0
33,71223,0.0548,89,3,2,0.1291,0
38,62038,0.0472,118,4,0,0.3437,0
36,57660,0.309,0,5,0,0.4412,0
40,122143,0.2094,163,4,1,0.1397,0
37,38624,0.1042,17,2,0,0.2689,1
43,53239,0.3065,125,5,0,0.1773,1
35,57062,0.1944,65,2,2,0.5155,1
44,66012,0.2363,106,3,0,0.2135,0
26,30000,0.4536,77,6,1,0.5489,1
54,82068,0.4641,82,5,0,0.3151,1
33,75248,0.3299,74,5,0,0.2437,1
61,60582,0.65,82,6,2,0.289,0
45,61187,0.4004,88,7,1,0.3122,1
43,197143,0.358,64,5,1,0.6322,0
43,87253,0.1844,134,6,1,0.2514,0
37,81847,0.7324,89,4,0,0.4161,0
46,59534,0.7653,7,6,1,0.5228,0
43,37382,0.0698,67,7,1,0.3538,1
60,85792,0.5026,92,4,1,0.365,1
41,45463,0.4621,64,4,0,0.3851,0
50,72862,0.6053,75,1,0,0.6212,1
37,57389,0.4867,131,4,0,0.1033,0
43,45043,0.4564,77,7,0,0.2338,0
42,56502,0.2952,55,7,0,0.5909,1
33,58643,0.0483,173,5,2,0.4097,0
27,62886,0.414,71,5,0,0.6765,1
23,98714,0.2225,43,1,0,0.0863,0
36,47352,0.2248,0,5,1,0.2112,1
25,71682,0.5532,45,5,0,0.5122,1
25,59742,0.4185,78,6,0,0.5629,1
35,44778,0.3815,63,5,1,0.2367,1
26,47552,0.1284,76,3,1,0.2728,1
28,90248,0.4816,38,3,1,0.2509,0
42,231569,0.1017,65,3,1,0.309,0
24,36001,0.5883,55,7,1,0.196,0
29,89015,0.4306,44,2,1,0.1662,0
53,46476,0.4552,56,4,0,0.4128,0
35,133588,0.2139,12,10,2,0.118,0
45,38223,0.1512,108,3,0,0.0764,0
42,75027,0.4928,104,7,0,0.3424,0
42,64734,0.2522,122,5,1,0.1076,1
22,54941,0.2794,65,4,0,0.3998,0
33,53028,0.0525,40,6,1,0.0727,0
41,179437,0.3862,112,2,0,0.4231,0
30,30000,0.201,123,3,0,0.2371,0
34,107796,0.2662,65,2,0,0.3439,1
35,51851,0.3748,49,4,0,0.0545,0
31,103171,0.1531,73,5,0,0.3186,0
55,30000,0.2805,90,4,1,0.3514,1
40,88696,0.3459,65,6,1,0.4122,0
53,103556,0.1519,73,5,0,0.6498,1
25,59434,0.3813,75,3,1,0.4014,0
47,93638,0.4338,0,1,0,0.3082,0
40,58159,0.1682,62,5,0,0.2649,0
27,46750,0.1588,72,3,0,0.5861,0
39,99774,0.1901,47,5,0,0.2054,0
48,79376,0.2845,151,4,0,0.3017,0
21,51388,0.0826,48,8,0,0.4659,0
27,66346,0.6813,47,3,1,0.2966,1
32,88980,0.8821,104,0,0,0.0486,0
36,74501,0.0762,70,9,0,0.4625,0
35,56438,0.1709,125,13,0,0.6721,0
34,42468,0.3513,0,3,1,0.2087,1
51,44179,0.5951,108,3,0,0.6432,1
37,51136,0.3978,39,2,1,0.0668,0
47,98698,0.403,78,4,0,0.154,0
27,52758,0.6488,142,5,2,0.1534,0
21,104600,0.5264,48,3,0,0.6341,0
41,42206,0.6205,108,1,0,0.3591,0
52,41040,0.3209,48,5,0,0.1638,0
48,117663,0.2663,78,4,0,0.0606,0
23,105999,0.2098,123,1,0,0.2928,1
40,130134,0.5229,21,5,0,0.3785,0
46,111815,0.4929,67,5,2,0.3411,0
35,59864,0.607,60,2,1,0.4378,1
46,222667,0.1003,79,4,1,0.3629,0
50,116643,0.1525,56,4,1,0.6105,0
45,191604,0.2787,10,6,1,0.3675,0
42,108957,0.2437,67,3,0,0.3807,0
48,52271,0.0097,103,5,0,0.157,0
37,46663,0.1195,104,7,1,0.5776,1
40,106303,0.0949,59,2,0,0.0586,1
21,181951,0.2662,70,3,0,0.5846,0
34,92794,0.3714,55,4,0,0.2688,0
50,121158,0.2811,75,3,0,0.5645,0
